"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"1804",1804,4,"Missouri.1970.Male",67.76156398046,67.9047648388344,68.0598277036766,67.9080365654478,58.6700186475132,59.1605596124816,59.5819579997001,59.1521058604056,8.27834901885335,8.75887459273332,9.25211545654846,8.75593070504219,"Missouri",1970,"Male","Midwest","West North Central","MO","Missouri","MO"
"1805",1805,5,"Missouri.1971.Female",75.8352506893784,75.9713490943903,76.1046474085813,75.9680823854294,68.7002999398109,69.1224426725929,69.5382619281593,69.1168667271071,6.4258465206488,6.84157952332147,7.29285747532118,6.85121565832231,"Missouri",1971,"Female","Midwest","West North Central","MO","Missouri","MO"
"1806",1806,6,"Missouri.1971.Male",68.0480846968031,68.196244674298,68.3399859467284,68.19607440262,59.2752523405586,59.6921247392398,60.1157074377544,59.6877318627668,8.06228912575286,8.49952962314025,8.9587759497013,8.50834253985318,"Missouri",1971,"Male","Midwest","West North Central","MO","Missouri","MO"
"1807",1807,7,"Missouri.1972.Female",76.0055745816879,76.1410772886858,76.2716271598603,76.1424065175699,68.9976731114423,69.4075026745025,69.8552131515,69.4121899869679,6.28870719311066,6.73780549737859,7.15443868934127,6.73021653060199,"Missouri",1972,"Female","Midwest","West North Central","MO","Missouri","MO"
"1808",1808,8,"Missouri.1972.Male",68.131325941981,68.2681578814832,68.4060387672824,68.2691416055984,59.6061179155475,60.0225426188871,60.4394236245181,60.0154241957431,7.78641829087731,8.25150511006831,8.71709994395568,8.25371740985533,"Missouri",1972,"Male","Midwest","West North Central","MO","Missouri","MO"
"1809",1809,9,"Missouri.1973.Female",76.3438483197475,76.4709057728658,76.5924265147092,76.4700587615903,69.5691918904357,69.9741742396444,70.3817768489642,69.9716522790751,6.0636592628153,6.5016117666263,6.92384266592305,6.49840648251522,"Missouri",1973,"Female","Midwest","West North Central","MO","Missouri","MO"
"1810",1810,10,"Missouri.1973.Male",68.3406517854677,68.4722517191259,68.6261789871913,68.4758045466543,59.819210010511,60.2323785452648,60.6396262198341,60.2271637796269,7.80331096069982,8.24027273265363,8.69193302733171,8.24864076702741,"Missouri",1973,"Male","Midwest","West North Central","MO","Missouri","MO"
"1811",1811,11,"Missouri.1974.Female",76.6386433779058,76.7747912099036,76.9069787212216,76.7744479116444,69.9940267261012,70.4283192018318,70.8699442892317,70.4284472177762,5.89004915598682,6.34498934657697,6.77366179722949,6.34600069386823,"Missouri",1974,"Female","Midwest","West North Central","MO","Missouri","MO"
"1812",1812,12,"Missouri.1974.Male",68.7580136467673,68.8910900958878,69.0319679979557,68.8924636825495,60.1859869330293,60.6033479400632,61.0184241510979,60.6061997162856,7.86170002579488,8.28673031270926,8.72783793710497,8.28626396626399,"Missouri",1974,"Male","Midwest","West North Central","MO","Missouri","MO"
"1813",1813,13,"Missouri.1975.Female",77.2254173586598,77.3477815122478,77.4873835599277,77.3484057314962,70.6099911227441,71.008248908384,71.4751278341262,71.0115254056365,5.8900347608848,6.33949728351236,6.77218368624119,6.33688032585971,"Missouri",1975,"Female","Midwest","West North Central","MO","Missouri","MO"
"1814",1814,14,"Missouri.1975.Male",69.1514969623288,69.2919520056425,69.4493511976326,69.2926573446077,60.6500616463865,61.0403296893937,61.4240279358038,61.0465530620768,7.82797010529314,8.25068932411479,8.67254942652202,8.24610428253088,"Missouri",1975,"Male","Midwest","West North Central","MO","Missouri","MO"
"1815",1815,15,"Missouri.1976.Female",77.4342300942749,77.5646608994867,77.7071122945779,77.5657840836056,71.0528407224174,71.4653287987913,71.9139634734143,71.4628234549748,5.67137895969031,6.10439712528186,6.54600766516324,6.10296062863079,"Missouri",1976,"Female","Midwest","West North Central","MO","Missouri","MO"
"1816",1816,16,"Missouri.1976.Male",69.4342083557698,69.5764561549543,69.722163937565,69.5763110452638,61.209935805802,61.5895990121795,61.9758093536677,61.5864880050306,7.58889212778788,7.98405438444654,8.39365866996396,7.9898230402332,"Missouri",1976,"Male","Midwest","West North Central","MO","Missouri","MO"
"1817",1817,17,"Missouri.1977.Female",77.70040167621,77.8275592960184,77.9571501278794,77.8277571632286,71.3253076184068,71.7303831758208,72.1300609761747,71.7285195160531,5.68992459569208,6.10295934535488,6.52504612961548,6.09923764717549,"Missouri",1977,"Female","Midwest","West North Central","MO","Missouri","MO"
"1818",1818,18,"Missouri.1977.Male",69.7578071785486,69.8876688113181,70.0225296816267,69.8890147644276,61.5003259351332,61.88640639353,62.2804915711279,61.8826989629683,7.56932467196642,8.003694664092,8.42372130277268,8.00631580145923,"Missouri",1977,"Male","Midwest","West North Central","MO","Missouri","MO"
"1819",1819,19,"Missouri.1978.Female",77.9047430854422,78.0361155404572,78.168598712883,78.0349123933101,71.4465060018713,71.8682997576358,72.2624846436792,71.8697605752734,5.73092151936586,6.16052968194596,6.58806245884429,6.16515181803667,"Missouri",1978,"Female","Midwest","West North Central","MO","Missouri","MO"
"1820",1820,20,"Missouri.1978.Male",69.9374100551674,70.0800735629811,70.2174015906846,70.0800454738508,61.6857132204994,62.0741715895978,62.4795958626961,62.0785555201342,7.57900158471231,8.00269901836425,8.425926421243,8.00148995371657,"Missouri",1978,"Male","Midwest","West North Central","MO","Missouri","MO"
"1821",1821,21,"Missouri.1979.Female",78.166597475837,78.3008958863347,78.4294672444861,78.2982663897425,71.8890810719199,72.3225642836296,72.7714736078763,72.3202433358357,5.53180573168946,5.97921897493928,6.44306960245155,5.97802305390671,"Missouri",1979,"Female","Midwest","West North Central","MO","Missouri","MO"
"1822",1822,22,"Missouri.1979.Male",70.3022259110972,70.4427212517034,70.5792150628196,70.4404324135738,62.0739904273966,62.4398991736003,62.8421129661581,62.4459577092906,7.56854137592852,7.99513205594091,8.4061482226615,7.99447470428324,"Missouri",1979,"Male","Midwest","West North Central","MO","Missouri","MO"
"1823",1823,23,"Missouri.1980.Female",78.1992170802722,78.3227307511045,78.4442316526815,78.3223564389218,72.0816946846226,72.4662649126339,72.8350641619303,72.4639798796911,5.46212851768801,5.85798002904949,6.24785224575597,5.85837655923078,"Missouri",1980,"Female","Midwest","West North Central","MO","Missouri","MO"
"1824",1824,24,"Missouri.1980.Male",70.4934187340519,70.6296319027369,70.7563758771684,70.6275311452364,62.4581515834512,62.8579795684786,63.239782982262,62.8612405843444,7.37927867412555,7.76584700333131,8.18558280546868,7.76629056089198,"Missouri",1980,"Male","Midwest","West North Central","MO","Missouri","MO"
"1825",1825,25,"Missouri.1981.Female",78.4128826702091,78.5504185490999,78.6734466912521,78.5504570348058,72.548406835743,72.9037248403616,73.2835174641568,72.912490182802,5.22936298628854,5.64262975325664,6.01853530580954,5.6379668520038,"Missouri",1981,"Female","Midwest","West North Central","MO","Missouri","MO"
"1826",1826,26,"Missouri.1981.Male",70.7739216010328,70.9108217022849,71.0420621732163,70.9096765721593,62.8775744475368,63.2390059209036,63.58610798631,63.2444284077593,7.25775538369046,7.67083870138219,8.05129900762535,7.66524816440006,"Missouri",1981,"Male","Midwest","West North Central","MO","Missouri","MO"
"1827",1827,27,"Missouri.1982.Female",78.6490709499437,78.7727952059557,78.8948305393154,78.7716271834987,72.8280270606571,73.2254240103759,73.6044781672684,73.2200888976774,5.13447124350031,5.54882016454389,5.96757499040106,5.5515382858213,"Missouri",1982,"Female","Midwest","West North Central","MO","Missouri","MO"
"1828",1828,28,"Missouri.1982.Male",71.1381829032174,71.2717038114666,71.4143841924061,71.2730045650969,63.2509066198781,63.6062697879677,63.972528238617,63.6100388383489,7.25432859648667,7.65579111292829,8.04243891371439,7.66296572674805,"Missouri",1982,"Male","Midwest","West North Central","MO","Missouri","MO"
"1829",1829,29,"Missouri.1983.Female",78.6614288028066,78.7847400404876,78.9046868703909,78.7831552568821,72.8263711090997,73.2099495316945,73.5657876959876,73.2065193524013,5.18837323772411,5.57502383523562,5.97691148400056,5.57663590448077,"Missouri",1983,"Female","Midwest","West North Central","MO","Missouri","MO"
"1830",1830,30,"Missouri.1983.Male",71.2854692561981,71.418805416076,71.5476607624658,71.4171926347988,63.5591025257249,63.9116722529406,64.2750068466102,63.909765291824,7.12589432472726,7.50495790961963,7.88911563124586,7.50742734297481,"Missouri",1983,"Male","Midwest","West North Central","MO","Missouri","MO"
"1831",1831,31,"Missouri.1984.Female",78.8112382610316,78.9333125775179,79.0575432056832,78.9343531091243,72.9101203443547,73.2808699966663,73.6251022276681,73.2785701704675,5.28953702096356,5.65709814804245,6.0266256667679,5.65578293865674,"Missouri",1984,"Female","Midwest","West North Central","MO","Missouri","MO"
"1832",1832,32,"Missouri.1984.Male",71.4700856737261,71.5992351816246,71.7194263829628,71.5980613101345,63.8121943721747,64.1700895470138,64.5407944100487,64.1775465290008,7.0487204362592,7.4318836060996,7.77504410723884,7.42051478113373,"Missouri",1984,"Male","Midwest","West North Central","MO","Missouri","MO"
"1833",1833,33,"Missouri.1985.Female",78.7342026186226,78.8539192111793,78.9766429621982,78.8542458962559,73.0231414125039,73.3920327324022,73.7437614439129,73.3873430526695,5.09403923871451,5.46654343041866,5.84670420930891,5.46690284358642,"Missouri",1985,"Female","Midwest","West North Central","MO","Missouri","MO"
"1834",1834,34,"Missouri.1985.Male",71.5530124255264,71.6751128612909,71.7953742451018,71.6774503917477,63.828739471606,64.1723447185812,64.5491319896506,64.1775806168555,7.12156991205265,7.50403012989315,7.87057880463372,7.49986977489222,"Missouri",1985,"Male","Midwest","West North Central","MO","Missouri","MO"
"1835",1835,35,"Missouri.1986.Female",78.848346509876,78.9681161552791,79.0937832608053,78.9701750845445,73.2390787481442,73.5924999659572,73.9550172306054,73.5912848374349,4.98644092814061,5.3789764007063,5.75755482753829,5.37889024710966,"Missouri",1986,"Female","Midwest","West North Central","MO","Missouri","MO"
"1836",1836,36,"Missouri.1986.Male",71.7044267585678,71.8295515311628,71.9487253057182,71.8288171299642,63.7598103826069,64.1389051347303,64.5098149013482,64.1404609898017,7.31005504117325,7.68984690621666,8.08492102022489,7.68835614016252,"Missouri",1986,"Male","Midwest","West North Central","MO","Missouri","MO"
"1837",1837,37,"Missouri.1987.Female",78.9180132148707,79.0351209321052,79.1573673544061,79.035054675585,73.3199608835887,73.6456702607489,74.0252653703887,73.6558585362598,5.00525369442774,5.38488901496075,5.75621809771159,5.3791961393252,"Missouri",1987,"Female","Midwest","West North Central","MO","Missouri","MO"
"1838",1838,38,"Missouri.1987.Male",71.8067678703844,71.9375867036276,72.0645856566305,71.9378919612764,63.8988833764681,64.2569990416122,64.598726754907,64.2554982751465,7.31912848771426,7.68037519268206,8.08335156641624,7.68239368612994,"Missouri",1987,"Male","Midwest","West North Central","MO","Missouri","MO"
"1839",1839,39,"Missouri.1988.Female",79.0613369966078,79.174312226697,79.3037624044177,79.1782221425063,73.2667221452106,73.6136723362895,73.9566853959296,73.616002299245,5.20942378060701,5.5638011800858,5.93197634880941,5.56221984326132,"Missouri",1988,"Female","Midwest","West North Central","MO","Missouri","MO"
"1840",1840,40,"Missouri.1988.Male",71.9183630559631,72.0461420297718,72.1701389008931,72.0470834180113,63.9013910022513,64.2611380119601,64.6235723540921,64.257152671588,7.38710785927958,7.79496388081719,8.14741594551326,7.78993074642328,"Missouri",1988,"Male","Midwest","West North Central","MO","Missouri","MO"
"1841",1841,41,"Missouri.1989.Female",79.2693004884477,79.3947874302911,79.520547798389,79.3952692968148,73.2358171641229,73.5436143341748,73.881241125282,73.5493173904298,5.49231571199724,5.85196327975428,6.17699556874231,5.84595190638495,"Missouri",1989,"Female","Midwest","West North Central","MO","Missouri","MO"
"1842",1842,42,"Missouri.1989.Male",72.194188765426,72.3202536280041,72.4413241061529,72.3178492014284,63.7642442199186,64.1230274577548,64.5025751232452,64.128743137736,7.78584524291036,8.1940415988226,8.55888833359303,8.18910606369244,"Missouri",1989,"Male","Midwest","West North Central","MO","Missouri","MO"
"1843",1843,43,"Missouri.1990.Female",79.437524871064,79.5567307010514,79.6749721653981,79.5537463970914,73.2526642955134,73.5912985018266,73.9671948457762,73.596706693704,5.57281325233298,5.9594790641255,6.32488403999108,5.95703970338734,"Missouri",1990,"Female","Midwest","West North Central","MO","Missouri","MO"
"1844",1844,44,"Missouri.1990.Male",72.3409664093547,72.4730082594024,72.5994448983248,72.4721146240099,63.5317809702168,63.9129162951169,64.2674574849594,63.9069348747708,8.19078788042906,8.56135464481648,8.9648437450883,8.56517974923915,"Missouri",1990,"Male","Midwest","West North Central","MO","Missouri","MO"
"1845",1845,45,"Missouri.1991.Female",79.5841599852503,79.7015380140828,79.8329759308097,79.7007219496773,73.2918742791402,73.6279864736271,73.9960680599235,73.6283000165684,5.72084661505144,6.0691422626041,6.41898331587534,6.07242193310884,"Missouri",1991,"Female","Midwest","West North Central","MO","Missouri","MO"
"1846",1846,46,"Missouri.1991.Male",72.4372563052167,72.5539002352222,72.6813656766381,72.5573011003904,63.3596767800246,63.7253697682277,64.1011278552116,63.7232867191693,8.43880336030764,8.83700220984331,9.22892201025405,8.83401438122119,"Missouri",1991,"Male","Midwest","West North Central","MO","Missouri","MO"
"1847",1847,47,"Missouri.1992.Female",79.5414710858521,79.671340869509,79.7967968427736,79.6699718913218,73.5548891948404,73.8837221304709,74.2493307664269,73.8878055604856,5.41195206954195,5.78235067597968,6.12415395723161,5.78216633083618,"Missouri",1992,"Female","Midwest","West North Central","MO","Missouri","MO"
"1848",1848,48,"Missouri.1992.Male",72.612149839122,72.7451036133773,72.8671680060181,72.7433063177423,63.252105136319,63.6413474471836,63.9783007767691,63.6316318611641,8.74151316982063,9.10388828228729,9.49769329767068,9.11167445657814,"Missouri",1992,"Male","Midwest","West North Central","MO","Missouri","MO"
"1849",1849,49,"Missouri.1993.Female",79.2700273225993,79.3930338045415,79.5156920652426,79.3945961282427,73.5693634326155,73.8766695647517,74.224893695435,73.8831420968262,5.15127114467058,5.52031674706336,5.82565740051374,5.5114540314165,"Missouri",1993,"Female","Midwest","West North Central","MO","Missouri","MO"
"1850",1850,50,"Missouri.1993.Male",72.5291386592238,72.6554145956816,72.7790502629066,72.654159381491,63.2705309943241,63.6231425549955,63.9747739976531,63.6237098007498,8.65623446722053,9.02417980470548,9.39313788935638,9.03044958074116,"Missouri",1993,"Male","Midwest","West North Central","MO","Missouri","MO"
"1851",1851,51,"Missouri.1994.Female",79.2247862641498,79.3472421107191,79.4660203169556,79.3465906503409,73.7246838704845,74.0719459425308,74.4144381979504,74.069893356602,4.90710095916531,5.27627460490108,5.62844338258593,5.27669729373897,"Missouri",1994,"Female","Midwest","West North Central","MO","Missouri","MO"
"1852",1852,52,"Missouri.1994.Male",72.6938249636848,72.8223434997065,72.9416779225976,72.8205576192215,63.5374399254176,63.92307384634,64.2768880444796,63.922918942601,8.51874750612045,8.90313507992436,9.29554143864479,8.89763867662045,"Missouri",1994,"Male","Midwest","West North Central","MO","Missouri","MO"
"1853",1853,53,"Missouri.1995.Female",79.2064543983021,79.3219736811694,79.4430676126002,79.3222670990564,73.7906493902362,74.1229149454084,74.4452895548149,74.1219547066296,4.85537317737345,5.19779472917335,5.55988626206365,5.20031239242683,"Missouri",1995,"Female","Midwest","West North Central","MO","Missouri","MO"
